,County,Year,Metro,State,Avg_Annual_Rent,Med_Annual_Income,County_Population,Rent_Income,Percent_AnnualRent_Change,Percent_Pop_Change,Percent_AnnualIncome_Change
203,"Berkshire County, Massachusetts",2013,"Pittsfield, Massachusetts",Massachusetts,14431.875,52514,129585,0.274819572,NA,NA,NA
204,"Berkshire County, Massachusetts",2014,"Pittsfield, Massachusetts",Massachusetts,15577.75,50211,128715,0.310245763,0.0793989,-0.00671374,-0.043854972
205,"Berkshire County, Massachusetts",2015,"Pittsfield, Massachusetts",Massachusetts,16856,50765,127828,0.332039791,0.082056138,-0.006891194,0.011033439
206,"Berkshire County, Massachusetts",2016,"Pittsfield, Massachusetts",Massachusetts,17552.625,58418,126903,0.300466038,0.041328014,-0.007236286,0.150753472
207,"Bernalillo County, New Mexico",2013,"Albuquerque, New Mexico",New Mexico,16783.42857,48257,674221,0.347792622,NA,NA,NA
208,"Bernalillo County, New Mexico",2014,"Albuquerque, New Mexico",New Mexico,16261.42857,47134,675551,0.345004213,-0.031102108,0.001972647,-0.023271235
209,"Bernalillo County, New Mexico",2015,"Albuquerque, New Mexico",New Mexico,16866.14286,47747,676685,0.353239845,0.037187033,0.00167863,0.013005474
210,"Bernalillo County, New Mexico",2016,"Albuquerque, New Mexico",New Mexico,16553.14286,50601,676953,0.327130746,-0.018557889,0.000396048,0.059773389
211,"Berrien County, Michigan",2013,"Niles, Michigan",Michigan,10946,44747,155252,0.244619751,NA,NA,NA
212,"Berrien County, Michigan",2014,"Niles, Michigan",Michigan,12265,44031,155233,0.278553746,0.12050064,-0.000122382,-0.016001073
213,"Berrien County, Michigan",2015,"Niles, Michigan",Michigan,11865.5,46649,154636,0.254357007,-0.03257236,-0.003845832,0.059458109
214,"Berrien County, Michigan",2016,"Niles, Michigan",Michigan,11197,47083,154010,0.237814073,-0.056339809,-0.004048216,0.009303522
215,"Bexar County, Texas",2013,"San Antonio, Texas",Texas,21458,49769,1817610,0.431151922,NA,NA,NA
216,"Bexar County, Texas",2014,"San Antonio, Texas",Texas,22775.95652,50760,1855866,0.448698907,0.061420287,0.021047419,0.019911993
217,"Bexar County, Texas",2015,"San Antonio, Texas",Texas,24589.17391,52286,1897753,0.470282177,0.079611031,0.022570056,0.030063042
218,"Bexar County, Texas",2016,"San Antonio, Texas",Texas,24714.47826,53210,1928680,0.464470556,0.005095915,0.016296641,0.017672035
219,"Bibb County, Georgia",2013,"Macon, Georgia",Georgia,11445.5,36327,154721,0.315068682,NA,NA,NA
220,"Bibb County, Georgia",2014,"Macon, Georgia",Georgia,11229.5,35397,153905,0.317244399,-0.018872046,-0.005274009,-0.025600793
221,"Bibb County, Georgia",2015,"Macon, Georgia",Georgia,11741,38605,153721,0.304131589,0.045549668,-0.001195543,0.090629149
222,"Bibb County, Georgia",2016,"Macon, Georgia",Georgia,11733.5,36724,152760,0.319504956,-0.000638787,-0.006251586,-0.048724259
223,"Black Hawk County, Iowa",2013,"Waterloo, Iowa",Iowa,10847,45666,132546,0.237529015,NA,NA,NA
224,"Black Hawk County, Iowa",2014,"Waterloo, Iowa",Iowa,11599.8,51685,132897,0.224432621,0.069401678,0.002648137,0.131804844
225,"Black Hawk County, Iowa",2015,"Waterloo, Iowa",Iowa,12503.6,50169,133455,0.249229604,0.077915136,0.00419874,-0.029331528
226,"Black Hawk County, Iowa",2016,"Waterloo, Iowa",Iowa,12824.8,50470,132904,0.254107391,0.025688602,-0.004128733,0.005999721
227,"Blair County, Pennsylvania",2013,"Altoona, Pennsylvania",Pennsylvania,12105,42164,126314,0.287093255,NA,NA,NA
228,"Blair County, Pennsylvania",2014,"Altoona, Pennsylvania",Pennsylvania,12266.71429,44019,125955,0.278668627,0.013359297,-0.002842124,0.043994877
229,"Blair County, Pennsylvania",2015,"Altoona, Pennsylvania",Pennsylvania,12396,45432,125593,0.272847332,0.010539555,-0.002874042,0.032099775
230,"Blair County, Pennsylvania",2016,"Altoona, Pennsylvania",Pennsylvania,11689,43443,124650,0.269065212,-0.057034527,-0.00750838,-0.043779715
231,"Blount County, Tennessee",2013,"Knoxville, Tennessee",Tennessee,12171.5,44351,125099,0.274435751,NA,NA,NA
232,"Blount County, Tennessee",2014,"Knoxville, Tennessee",Tennessee,11805,46819,126339,0.252141225,-0.030111326,0.00991215,0.055646998
233,"Blount County, Tennessee",2015,"Knoxville, Tennessee",Tennessee,12546.75,49134,127253,0.255357797,0.062833545,0.007234504,0.049445738
234,"Blount County, Tennessee",2016,"Knoxville, Tennessee",Tennessee,12918,51183,128670,0.252388488,0.029589336,0.011135297,0.041702284
235,"Blue Earth County, Minnesota",2013,"Mankato, Minnesota",Minnesota,14711,51858,65528,0.283678507,NA,NA,NA
236,"Blue Earth County, Minnesota",2014,"Mankato, Minnesota",Minnesota,14883,48850,65385,0.304667349,0.011691931,-0.002182273,-0.058004551
237,"Blue Earth County, Minnesota",2015,"Mankato, Minnesota",Minnesota,15613.42857,48350,65787,0.3229251,0.049078047,0.006148199,-0.010235415
238,"Blue Earth County, Minnesota",2016,"Mankato, Minnesota",Minnesota,15987.28571,53869,66441,0.296780815,0.02394459,0.009941174,0.114146846
239,"Bonneville County, Idaho",2013,"Idaho Falls, Idaho",Idaho,11387,49884,107517,0.228269585,NA,NA,NA
240,"Bonneville County, Idaho",2014,"Idaho Falls, Idaho",Idaho,11501.66667,49626,108623,0.23176695,0.010069963,0.010286745,-0.005171999
241,"Bonneville County, Idaho",2015,"Idaho Falls, Idaho",Idaho,12304.33333,53355,110089,0.230612564,0.069786987,0.013496221,0.075142063
242,"Bonneville County, Idaho",2016,"Idaho Falls, Idaho",Idaho,12639,59706,112232,0.211687268,0.02719909,0.019466068,0.119032893
243,"Boone County, Kentucky",2013,"Cincinnati, Kentucky",Kentucky,14217.75,64414,124442,0.220724532,NA,NA,NA
244,"Boone County, Kentucky",2014,"Cincinnati, Kentucky",Kentucky,15692,65736,126413,0.238712425,0.103690809,0.015838704,0.020523489
245,"Boone County, Kentucky",2015,"Cincinnati, Kentucky",Kentucky,16650.625,67047,127712,0.248342581,0.061090046,0.010275842,0.01994341
246,"Boone County, Kentucky",2016,"Cincinnati, Kentucky",Kentucky,16766.375,72374,128536,0.231662959,0.006951691,0.006452017,0.079451728
247,"Boone County, Missouri",2013,"Columbia, Missouri",Missouri,12666,48953,170773,0.258737973,NA,NA,NA
248,"Boone County, Missouri",2014,"Columbia, Missouri",Missouri,12556.66667,50085,172717,0.250707131,-0.008632033,0.011383533,0.023124221
249,"Boone County, Missouri",2015,"Columbia, Missouri",Missouri,12488.66667,50520,174974,0.247202428,-0.00541545,0.013067619,0.008685235
250,"Boone County, Missouri",2016,"Columbia, Missouri",Missouri,12746.66667,52752,176594,0.241633809,0.020658731,0.009258518,0.044180523
251,"Bossier County, Louisiana",2013,"Shreveport, Louisiana",Louisiana,15390,51796,123823,0.297127191,NA,NA,NA
252,"Bossier County, Louisiana",2014,"Shreveport, Louisiana",Louisiana,16243.75,50704,125064,0.320364271,0.055474334,0.010022371,-0.021082709
253,"Bossier County, Louisiana",2015,"Shreveport, Louisiana",Louisiana,15589.5,56140,125175,0.277689704,-0.04027703,0.000887546,0.107210476
254,"Bossier County, Louisiana",2016,"Shreveport, Louisiana",Louisiana,14729.5,48163,126057,0.305826049,-0.055165336,0.007046135,-0.142091201
255,"Boulder County, Colorado",2013,"Boulder, Colorado",Colorado,23574,71604,310048,0.329227417,NA,NA,NA
256,"Boulder County, Colorado",2014,"Boulder, Colorado",Colorado,24041.8,71540,313333,0.336060945,0.019843896,0.010595134,-0.000893805
257,"Boulder County, Colorado",2015,"Boulder, Colorado",Colorado,25342.8,72009,319372,0.351939341,0.054114085,0.019273425,0.006555773
258,"Boulder County, Colorado",2016,"Boulder, Colorado",Colorado,26098.7,74615,322226,0.349778195,0.029827012,0.008936287,0.036189921
259,"Bowie County, Texas",2013,"Texarkana, Texas",Texas,10204,41142,93487,0.248019056,NA,NA,NA
260,"Bowie County, Texas",2014,"Texarkana, Texas",Texas,10023.8,40493,93275,0.24754402,-0.017659741,-0.002267695,-0.015774634
261,"Bowie County, Texas",2015,"Texarkana, Texas",Texas,11041.8,40662,93389,0.271550834,0.101558291,0.001222192,0.004173561
262,"Bowie County, Texas",2016,"Texarkana, Texas",Texas,10950.6,45997,93860,0.238072048,-0.008259523,0.005043421,0.131203581
263,"Bradley County, Tennessee",2013,"Cleveland, Tennessee",Tennessee,12034.75,42722,101848,0.281699125,NA,NA,NA
264,"Bradley County, Tennessee",2014,"Cleveland, Tennessee",Tennessee,11161,42563,102975,0.262223058,-0.072602256,0.011065509,-0.003721736
265,"Bradley County, Tennessee",2015,"Cleveland, Tennessee",Tennessee,11460.75,42922,104091,0.26701342,0.026856912,0.010837582,0.008434556
266,"Bradley County, Tennessee",2016,"Cleveland, Tennessee",Tennessee,11959.75,44853,104490,0.266643257,0.043539908,0.003833184,0.044988584
267,"Brazoria County, Texas",2013,"Houston, Texas",Texas,15309.4375,66250,330242,0.231085849,NA,NA,NA
268,"Brazoria County, Texas",2014,"Houston, Texas",Texas,15994.875,74799,338124,0.213838086,0.04477222,0.023867346,0.129041509
269,"Brazoria County, Texas",2015,"Houston, Texas",Texas,17885.1875,71251,346312,0.251016652,0.118182387,0.024215968,-0.047433789
270,"Brazoria County, Texas",2016,"Houston, Texas",Texas,18804.3125,74799,354195,0.251397913,0.051390292,0.022762711,0.049795792
271,"Brazos County, Texas",2013,"College Station, Texas",Texas,15687.5,37913,203164,0.413776277,NA,NA,NA
272,"Brazos County, Texas",2014,"College Station, Texas",Texas,16292.5,40973,209152,0.397639909,0.038565737,0.029473726,0.080711102
273,"Brazos County, Texas",2015,"College Station, Texas",Texas,17202,44270,215037,0.388570138,0.055823232,0.028137431,0.080467625
274,"Brazos County, Texas",2016,"College Station, Texas",Texas,17913,41559,220417,0.431025771,0.041332403,0.02501895,-0.061237859
275,"Brevard County, Florida",2013,"Melbourne, Florida",Florida,14747.77778,46472,550823,0.317347602,NA,NA,NA
276,"Brevard County, Florida",2014,"Melbourne, Florida",Florida,15214.44444,47907,556885,0.317582909,0.031643185,0.01100535,0.030878809
277,"Brevard County, Florida",2015,"Melbourne, Florida",Florida,16720.94444,50416,568088,0.331659482,0.099017746,0.020117259,0.052372305
278,"Brevard County, Florida",2016,"Melbourne, Florida",Florida,17796.11111,51184,579130,0.347688948,0.064300594,0.019437129,0.015233259
279,"Bristol County, Massachusetts",2013,"Providence, Massachusetts",Massachusetts,17703.2381,53501,552780,0.330895462,NA,NA,NA
280,"Bristol County, Massachusetts",2014,"Providence, Massachusetts",Massachusetts,17983.71429,58057,554194,0.30975962,0.015843214,0.00255798,0.085157287
281,"Bristol County, Massachusetts",2015,"Providence, Massachusetts",Massachusetts,20180.61905,60183,556772,0.335320922,0.122160791,0.004651801,0.036619185
282,"Bristol County, Massachusetts",2016,"Providence, Massachusetts",Massachusetts,21056.95238,66027,558324,0.318914268,0.043424502,0.002787496,0.097103833
283,"Broome County, New York",2013,"Binghamton, New York",New York,11707.375,45560,197534,0.256966089,NA,NA,NA
284,"Broome County, New York",2014,"Binghamton, New York",New York,12378.875,46776,197349,0.26464159,0.057357008,-0.000936548,0.026690079
285,"Broome County, New York",2015,"Binghamton, New York",New York,13042.375,46152,196567,0.282596096,0.053599378,-0.003962523,-0.013340174
286,"Broome County, New York",2016,"Binghamton, New York",New York,13755.75,50463,195334,0.272590809,0.05469671,-0.00627267,0.093408736
287,"Broomfield County, Colorado",2015,"Denver, Colorado",Colorado,24429,84921,65065,0.287667361,0.775911891,-0.666903867,0.68283693
288,"Broomfield County, Colorado",2016,"Denver, Colorado",Colorado,25923,84349,66529,0.307330259,0.061156822,0.022500576,-0.006735672
289,"Broward County, Florida",2013,"Miami-Fort Lauderdale, Florida",Florida,20350.67742,50446,1838844,0.403415086,NA,NA,NA
290,"Broward County, Florida",2014,"Miami-Fort Lauderdale, Florida",Florida,21128.67742,51608,1869235,0.409407019,0.038229686,0.016527231,0.023034532
291,"Broward County, Florida",2015,"Miami-Fort Lauderdale, Florida",Florida,22048.09677,53926,1896425,0.408858376,0.043515235,0.014546058,0.044915517
292,"Broward County, Florida",2016,"Miami-Fort Lauderdale, Florida",Florida,22429.32258,54212,1909632,0.413733538,0.017290645,0.006964156,0.005303564
293,"Brown County, Wisconsin",2013,"Green Bay, Wisconsin",Wisconsin,11557.66667,51160,254586,0.225912171,NA,NA,NA
294,"Brown County, Wisconsin",2014,"Green Bay, Wisconsin",Wisconsin,11524.5,53392,256670,0.215846943,-0.002869668,0.008185839,0.043627834
295,"Brown County, Wisconsin",2015,"Green Bay, Wisconsin",Wisconsin,12142.66667,54802,258718,0.221573422,0.053639348,0.007979117,0.026408451
296,"Brown County, Wisconsin",2016,"Green Bay, Wisconsin",Wisconsin,12848.5,57783,260401,0.222357787,0.058128363,0.006505152,0.054395825
297,"Brunswick County, North Carolina",2013,"Myrtle Beach, North Carolina",North Carolina,14467.82353,47334,115301,0.305653939,NA,NA,NA
298,"Brunswick County, North Carolina",2014,"Myrtle Beach, North Carolina",North Carolina,15032.82353,46721,118836,0.321757315,0.039052177,0.030658884,-0.012950522
299,"Brunswick County, North Carolina",2015,"Myrtle Beach, North Carolina",North Carolina,15902,46640,122765,0.340951973,0.057818577,0.033062372,-0.001733696
300,"Brunswick County, North Carolina",2016,"Myrtle Beach, North Carolina",North Carolina,16314.58824,50692,126953,0.321837533,0.025945682,0.034113958,0.086878216
301,"Buchanan County, Missouri",2013,"St. Joseph, Missouri",Missouri,9197,43895,89631,0.209522725,NA,NA,NA
302,"Buchanan County, Missouri",2014,"St. Joseph, Missouri",Missouri,8501,46764,89486,0.181785134,-0.075676851,-0.001617744,0.065360519
303,"Buchanan County, Missouri",2015,"St. Joseph, Missouri",Missouri,9193,49302,89100,0.186463024,0.081402188,-0.004313524,0.054272517
304,"Buchanan County, Missouri",2016,"St. Joseph, Missouri",Missouri,8980,48550,88938,0.184963955,-0.023169803,-0.001818182,-0.015252931
305,"Bucks County, Pennsylvania",2013,"Philadelphia, Pennsylvania",Pennsylvania,22486.04167,73594,626976,0.305541779,NA,NA,NA
306,"Bucks County, Pennsylvania",2014,"Philadelphia, Pennsylvania",Pennsylvania,22808.70833,77917,626685,0.292730833,0.014349643,-0.000464133,0.058741202
307,"Bucks County, Pennsylvania",2015,"Philadelphia, Pennsylvania",Pennsylvania,23414.04167,80575,627367,0.290586927,0.026539571,0.001088266,0.034113223
308,"Bucks County, Pennsylvania",2016,"Philadelphia, Pennsylvania",Pennsylvania,23791.16667,79936,626399,0.297627685,0.016106788,-0.001542957,-0.0079305
309,"Bullitt County, Kentucky",2013,"Louisville, Kentucky",Kentucky,10987.83333,60264,76854,0.182328311,NA,NA,NA
310,"Bullitt County, Kentucky",2014,"Louisville, Kentucky",Kentucky,11578.33333,54690,77955,0.211708417,0.053741259,0.014325865,-0.092493031
311,"Bullitt County, Kentucky",2015,"Louisville, Kentucky",Kentucky,12173,53434,78702,0.227813752,0.051360299,0.009582451,-0.022965807
312,"Bullitt County, Kentucky",2016,"Louisville, Kentucky",Kentucky,12393.5,65359,79151,0.189621934,0.018113859,0.005705065,0.223172512
313,"Bulloch County, Georgia",2013,"Statesboro, Georgia",Georgia,12164.66667,36153,71214,0.336477379,NA,NA,NA
314,"Bulloch County, Georgia",2014,"Statesboro, Georgia",Georgia,12731.66667,32841,72087,0.387675974,0.046610402,0.012258826,-0.091610655
315,"Bulloch County, Georgia",2015,"Statesboro, Georgia",Georgia,12997.33333,33477,72651,0.388246657,0.020866606,0.007823879,0.019366036
316,"Bulloch County, Georgia",2016,"Statesboro, Georgia",Georgia,12539.66667,43982,74722,0.28510906,-0.035212351,0.028506146,0.313797533
317,"Buncombe County, North Carolina",2013,"Asheville, North Carolina",North Carolina,16629.46154,46431,247912,0.358154284,NA,NA,NA
318,"Buncombe County, North Carolina",2014,"Asheville, North Carolina",North Carolina,16845.61538,47671,250539,0.353372394,0.012998247,0.010596502,0.026706295
319,"Buncombe County, North Carolina",2015,"Asheville, North Carolina",North Carolina,18088.07692,44619,253178,0.405389563,0.073755782,0.01053329,-0.064022152
320,"Buncombe County, North Carolina",2016,"Asheville, North Carolina",North Carolina,19348.53846,50685,256088,0.381740919,0.069684663,0.01149389,0.135951052
321,"Burleigh County, North Dakota",2013,"Bismarck, North Dakota",North Dakota,15798,64388,88457,0.245356278,NA,NA,NA
322,"Burleigh County, North Dakota",2014,"Bismarck, North Dakota",North Dakota,17496,68339,90503,0.256017794,0.10748196,0.023129882,0.061362366
323,"Burleigh County, North Dakota",2015,"Bismarck, North Dakota",North Dakota,18623,65079,92991,0.286159898,0.064414723,0.027490801,-0.047703361
324,"Burleigh County, North Dakota",2016,"Bismarck, North Dakota",North Dakota,18920,64558,94487,0.293069798,0.015948021,0.016087578,-0.008005655
325,"Burlington County, New Jersey",2013,"Philadelphia, New Jersey",New Jersey,21533.6,77398,450838,0.278219075,NA,NA,NA
326,"Burlington County, New Jersey",2014,"Philadelphia, New Jersey",New Jersey,21904.125,80896,449722,0.27076895,0.01720683,-0.00247539,0.045194966
327,"Burlington County, New Jersey",2015,"Philadelphia, New Jersey",New Jersey,22216.575,74800,450226,0.297013035,0.014264436,0.001120692,-0.075356013
328,"Burlington County, New Jersey",2016,"Philadelphia, New Jersey",New Jersey,22812.225,80254,449284,0.284250318,0.026811063,-0.002092283,0.072914439
329,"Butler County, Kansas",2013,"Wichita, Kansas",Kansas,13270.57143,55647,65803,0.238477751,NA,NA,NA
330,"Butler County, Kansas",2014,"Wichita, Kansas",Kansas,12687.71429,58791,66227,0.215810486,-0.043921028,0.006443475,0.056499003
331,"Butler County, Kansas",2015,"Wichita, Kansas",Kansas,13326.85714,60714,66741,0.219502209,0.050374941,0.007761185,0.032709088
332,"Butler County, Kansas",2016,"Wichita, Kansas",Kansas,12864.71429,60182,67025,0.213763489,-0.034677558,0.004255255,-0.008762394
333,"Butler County, Ohio",2013,"Cincinnati, Ohio",Ohio,14700.6,55958,371272,0.262707745,NA,NA,NA
334,"Butler County, Ohio",2014,"Cincinnati, Ohio",Ohio,14933.9,58730,374158,0.254280606,0.015870101,0.007773277,0.049537153
335,"Butler County, Ohio",2015,"Cincinnati, Ohio",Ohio,15263.4,58785,376353,0.259647869,0.022063895,0.005866506,0.000936489
336,"Butler County, Ohio",2016,"Cincinnati, Ohio",Ohio,15436,63273,377537,0.243958719,0.011308096,0.003145983,0.076346007
337,"Butler County, Pennsylvania",2013,"Pittsburgh, Pennsylvania",Pennsylvania,18209.66667,58233,185476,0.312703564,NA,NA,NA
338,"Butler County, Pennsylvania",2014,"Pittsburgh, Pennsylvania",Pennsylvania,17391,60782,185943,0.286120891,-0.044957806,0.002517846,0.043772431
339,"Butler County, Pennsylvania",2015,"Pittsburgh, Pennsylvania",Pennsylvania,17200,68848,186818,0.249825703,-0.010982692,0.004705743,0.132703761
340,"Butler County, Pennsylvania",2016,"Pittsburgh, Pennsylvania",Pennsylvania,15368,66426,186847,0.231355192,-0.106511628,0.000155231,-0.035178945
